anime_id,rating_count
613,109
614,178
615,431
616,17
617,3054
618,1027
619,103
620,433
621,445
622,302
623,67
624,573
625,73
626,185
627,1668
629,188
630,188
631,533
632,279
633,187
634,1215
635,493
636,282
637,722
641,946
642,903
644,1216
645,744
646,116
647,82
648,211
649,740
650,700
651,1413
652,322
653,287
654,117
655,210
656,1863
658,1582
659,1805
660,95
661,75
664,1320
665,683
666,745
667,1484
668,367
669,441
670,1281
671,202
673,520
675,76
676,40
677,37
678,300
679,187
681,52
682,360
683,71
684,187
685,239
686,84
687,2743
688,615
689,248
690,660
691,83
692,30
693,236
694,857
695,234
696,1919
704,491
705,67
706,277
707,135
708,64
709,375
710,3486
711,57
712,382
713,2515
714,36
715,108
718,163
719,1198
721,2100
722,170
723,108
724,835
725,94
727,6
729,14
730,234
731,1685
732,2611
733,370
734,222
736,635
738,748
740,4194
741,1922
743,1112
744,90
746,1936
747,958
748,122
749,31
750,216
751,42
752,362
753,113
754,26
755,606
756,1072
757,148
758,583
759,3511
760,940
761,3316
762,5018
763,1348
764,887
765,64
766,328
767,206
769,320
770,2117
771,195
773,54
776,226
777,7501
779,1627
780,1442
781,1463
782,302
783,79
785,555
786,107
788,924
789,1377
790,7736
791,66
792,759
793,2365
795,221
796,39
797,429
798,200
799,116
800,453
801,4211
807,1976
808,192
810,72
811,955
812,718
813,17032
814,611
815,868
816,299
817,292
818,345
819,1683
820,903
821,737
822,856
823,88
824,244
825,509
827,101
828,42
830,528
831,533
832,20
833,326
834,4708
835,197
836,527
837,1289
838,455
839,54
840,462
841,561
842,140
844,208
845,1798
846,4894
848,100
849,18764
850,1743
851,159
852,128
853,19064
854,622
855,2760
856,3173
857,8465
858,67
859,1758
860,1368
861,5475
863,1009
864,392
865,28
866,761
867,724
868,753
869,765
870,658
872,325
873,2104
874,4923
875,969
876,757
877,6363
878,632
879,573
880,2303
881,1675
882,768
883,805
884,677
885,1036
886,1970
887,226
888,783
889,12541
890,227
891,1692
892,1588
893,1589
894,3797
895,3550
896,3743
897,3310
898,3812
899,3557
900,3311
901,4113
902,3198
903,3460
904,3114
905,3478
906,3108
907,1912
908,2874
909,381
910,551
911,165
912,53
913,73
914,224
915,300
916,1649
917,266
918,4974
919,251
920,220
921,192
924,101
925,105
926,87
927,168
928,179
929,72
930,80
932,282
933,757
934,12901
935,2500
936,6296
937,863
938,97
940,2141
941,592
942,386
943,166
944,534
949,1638
950,601
951,149
952,116
953,1897
956,22
957,1556
958,374
959,146
960,71
961,144
962,1081
963,2042
964,169
965,108
967,781
968,49
969,3905
970,85
971,342
972,862
973,200
974,1882
975,385
976,297
977,245
978,172
979,743
980,63
981,1323
982,491
983,107
984,1265
985,2839
986,3068
987,2012
988,11
989,9
990,1638
991,160
992,572
993,222
994,76
995,1357
996,2825
997,1808
998,586
999,189
1000,281
1001,66
1002,1450
1003,1207
1004,2905
1005,437
1006,905
1007,910
1008,622
1009,76
1010,568
1011,535
1012,48
1013,793
1014,169
1015,3387
1016,1167
1017,729
1018,360
1019,461
1020,252
1021,237
1022,230
1023,1982
1024,233
1025,404
1026,81
1027,66
1028,171
1029,1456
1030,1650
1031,74
1032,151
1033,2157
1034,587
1035,63
1036,167
1037,210
1038,53
1039,105
1040,26
1041,413
1042,404
1043,585
1044,150
1045,687
1046,481
1047,710
1048,515
1049,172
1050,898
1051,1339
1052,24
1053,49
1055,554
1056,190
1057,167
1058,35
1059,91
1060,727
1062,213
1064,181
1065,341
1066,1665
1067,1023
1068,48
1069,166
1070,93
1071,78
1072,1294
1074,2972
1075,39
1076,37
1078,1154
1079,679
1080,347
1081,125
1082,304
1083,38
1084,353
1085,345
1086,514
1087,379
1088,1392
1089,866
1090,587
1091,517
1092,518
1093,3
1094,1208
1095,634
1096,505
1097,235
1098,304
1099,60
1100,35
1101,650
1102,96
1103,307
1104,241
1105,191
1106,211
1107,579
1108,526
1109,242
1110,828
1111,283
1112,286
1113,64
1115,63
1116,98
1117,5387
1118,4872
1119,3644
1120,2554
1121,2671
1122,2710
1123,255
1124,261
1126,142
1127,494
1128,336
1129,163
1130,231
1132,3789
1133,888
1135,414
1136,212
1137,488
1138,1652
1139,13
1140,2267
1141,144
1142,2904
1143,915
1144,607
1145,135
1146,514
1147,360
1148,95
1149,263
1150,91
1151,379
1152,256
1153,168
1154,24
1155,34
1156,272
1157,1097
1158,82
1159,51
1160,84
1161,128
1162,82
1163,126
1164,596
1165,134
1166,96
1167,167
1168,206
1169,109
1170,740
1171,775
1172,1866
1174,548
1175,31
1176,24
1177,553
1178,121
1179,96
1180,139
1181,184
1182,266
1183,88
1184,368
1185,134
1186,188
1187,514
1188,53
1189,166
1190,742
1191,424
1192,1320
1193,125
1194,545
1195,15347
1196,174
1198,624
1200,30
1202,610
1203,129
1204,176
1205,577
1206,111
1207,48
1208,86
1209,155
1210,10023
1211,414
1212,1272
1214,368
1215,799
1216,340
1217,280
1218,1731
1219,539
1220,380
1221,329
1222,4791
1223,381
1224,302
1225,472
1226,188
1227,37
1228,94
1230,777
1231,500
1232,270
1233,152
1234,120
1235,282
1236,41
1237,1046
1238,990
1239,3057
1240,1527
1241,947
1243,625
1244,32
1245,188
1246,174
1247,49
1248,298
1249,270
1250,2783
1251,708
1252,116
1253,1146
1254,2846
1255,531
1256,633
1257,1293
1258,527
1259,675
1260,486
1261,330
1262,347
1263,139
1264,524
1265,78
1266,69
1267,59
1268,83
1269,247
1270,228
1271,120
1272,234
1273,124
1274,71
1275,86
1276,138
1277,114
1278,899
1279,231
1280,264
1281,1269
1283,142
1284,31
1285,313
1286,207
1287,54
1288,271
1289,137
1290,257
1292,6412
1293,291
1295,121
1296,157
1297,134
1298,126
1299,194
1300,69
1301,272
1302,176
1303,2618
1311,2057
1312,165
1313,6670
1314,21
1316,86
1317,296
1324,253
1325,101
1327,284
1328,68
1329,35
1331,185
1332,109
1333,29
1335,942
1336,253
1337,23
1338,102
1339,165
1340,63
1341,195
1342,164
1343,149
1344,68
1345,60
1346,207
1347,523
1348,197
1349,194
1350,209
1351,174
1352,347
1353,64
1355,11
1356,368
1357,283
1358,457
1359,369
1360,277
1361,4193
1362,1058
1363,1351
1364,1341
1365,1420
1366,1154
1367,1229
1368,453
1369,592
1370,244
1371,92
1372,420
1373,139
1374,549
1375,231
1376,135
1377,68
1378,182
1379,1080
1380,408
1381,92
1382,171
1383,34
1384,454
1385,106
1386,132
1387,233
1388,107
1389,99
1390,72
1391,54
1392,28
1393,31
1394,23
1395,26
1396,3
1397,542
1398,305
1399,271
1400,251
1401,779
1402,29
1403,86
1404,49
1405,62
1406,149
1407,94
1408,398
1409,112
1410,348
1411,69
1412,1067
1413,124
1414,130
1415,130
1416,201
1417,164
1418,202
1419,212
1420,114
1421,108
1422,119
1423,92
1424,113
1425,279
1426,188
1427,119
1428,73
1429,106
1430,1586
1431,132
1432,169
1433,152
1434,149
1435,250
1436,166
1437,120
1438,134
1439,122
1440,90
1441,170
1442,169
1443,109
1444,153
1445,303
1448,315
1450,99
1451,119
1452,45
1453,438
1454,735
1455,222
1456,85
1457,188
1458,21
1459,354
1460,125
1462,1275
1465,165
1466,29
1468,198
1469,1136
1470,546
1471,303
1472,255
1473,247
1474,165
1475,135
1476,138
1477,125
1478,127
1479,110
1480,350
1481,67
1482,8912
1483,154
1484,186
1485,249
1486,794
1487,895
1488,171
1489,272
1490,144
1491,151
1492,254
1493,151
1494,254
1495,74
1496,400
1497,64
1498,3656
1499,17
1500,272
1501,329
1502,106
1503,20
1504,282
1505,1075
1506,1116
1508,128
1509,401
1510,117
1511,58
1512,84
1513,44
1514,258
1515,66
1516,273
1517,302
1519,9735
1520,234
1521,381
1524,147
1525,779
1526,2885
1527,737
1528,39
1529,44
1530,7267
1531,1610
1532,1606
1533,512
1534,139
1535,39340
1536,4402
1537,21
1538,939
1539,84
1540,86
1541,114
1542,139
1543,973
1544,120
1546,1668
1547,4
1548,33
1549,59
1550,157
1552,6
1553,118
1554,677
1555,1117
1556,471
1557,1170
1558,117
1559,5654
1560,65
1561,232
1562,4477
1563,1034
1564,3219
1565,1804
1566,2365
1567,274
1568,1421
1569,1855
1570,1065
1571,4703
1572,136
1573,219
1574,16
1575,27718
1576,776
1577,337
1578,199
1579,2871
1580,21
1581,984
1582,72
1583,304
1584,87
1585,28
1586,118
1587,274
1588,707
1589,1074
1590,31
1591,340
1592,373
1593,1323
1594,3178
1595,46
1596,111
1597,98
1598,178
1599,140
1600,84
1601,580
1602,638
1603,174
1604,6739
1606,2377
1607,785
1608,127
1609,892
1611,86
1613,132
1614,1056
1617,32
1618,43
1619,842
1620,44
1621,49
1622,316
1623,93
1624,97
1625,92
1626,80
1627,28
1628,131
1629,213
1630,117
1631,452
1632,142
1633,174
1634,328
1635,261
1636,159
1637,288
1638,122
1639,2475
1640,826
1641,36
1642,512
1643,42
1644,34
1645,111
1647,159
1648,219
1650,186
1651,99
1652,73
1654,726
1655,240
1656,2
1657,120
1658,103
1659,251
1660,70
1661,147
1662,49
1663,117
1664,50
1665,35
1666,12
1667,12
1668,1317
1669,1647
1670,311
1671,19
1672,69
1673,38
1674,816
1675,316
1676,95
1677,47
1678,516
1679,470
1681,1072
1682,540
1683,97
1684,50
1685,664
1686,9968
1688,598
1689,14304
1690,1913
1691,8254
1692,367
1693,195
1694,371
1695,165
1696,2040
1698,5387
1699,3187
1701,97
1702,39
1703,128
1704,135
1705,18
1706,161
1707,254
1708,21
1709,2530
1710,907
1711,44
1712,18
1713,21
1718,246
1719,2687
1720,210
1721,590
1722,2409
1723,5102
1724,31
1725,148
1726,8235
1727,743
1728,373
1729,547
1731,1619
1732,782
1733,107
1734,422
1736,139
1737,10
1738,472
1739,2
1740,7
1741,49
1742,34
1743,91
1744,308
1745,7
1746,333
1747,467
1748,43
1749,700
1750,590
1751,362
1752,90
1753,43
1754,81
1755,73
1756,65
1757,100
1758,35
1759,74
1760,257
1761,202
1762,192
1763,49
1764,467
1765,111
1766,39
1767,63
1768,81
1769,120
1770,56
1771,33
1772,36
1773,201
1774,73
1775,55
1776,32
1777,101
1778,26
1779,93
1780,338
1781,78
1782,45
1783,248
1784,30
1785,346
1786,37
1787,399
1788,86
1789,127
1790,77
1791,77
1792,161
1793,343
1794,85
1795,79
1796,127
1797,282
1798,201
1799,309
1800,290
1802,195
1803,68
1804,139
1805,147
1806,73
1807,669
1808,1076
1810,925
1811,69
1812,74
1813,2266
1815,2497
1816,1278
1817,1324
1818,12254
1819,33
1820,39
1821,99
1822,89
1823,94
1824,557
1825,169
1826,222
1827,3045
1828,66
1829,3215
1830,662
1831,46
1832,95
1833,25
1834,80
1835,250
1836,1566
1837,112
1838,876
1839,44
1840,12009
1841,359
1842,1470
1843,96
1844,259
1845,77
1846,176
1847,1115
1848,37
1849,14
1850,11
1851,8
1852,1201
1853,76
1854,86
1855,40
1856,229
1857,47
1858,684
1859,262
1860,1637
1861,409
1862,903
1863,2
1864,159
1865,157
1866,43
1867,21
1868,210
1869,685
1872,17
1873,84
1874,249
1878,69
1879,90
1880,68
1881,127
1882,81
1883,50
1884,61
1885,22
1886,48
1887,11548
1888,831
1889,9167
1890,472
1891,47
1892,28
1893,57
1894,2375
1895,87
1896,476
1897,18
1898,115
1899,47
1900,58
1901,143
1902,287
1903,52
1904,54
1905,76
1906,141
1907,43
1908,243
1909,117
1910,96
1911,263
1912,187
1913,828
1914,804
1915,1549
1916,356
1917,377
1918,193
1919,85
1920,166
1921,243
1922,127
1923,109
1924,109
1925,100
1926,91
1927,39
1928,89
1929,211
1930,119
1931,99
1932,139
1933,35
1935,157
1936,22
1937,34
1938,20
1939,40
1940,123
1941,183
1942,153
1943,6834
1944,417
1946,423
1947,18
1949,154
1951,308
1952,460
1953,1760
1954,505
1955,73
1956,2435
1957,151
1958,332
1959,16
1961,451
1962,14
1964,85
1965,3180
1966,33
1967,272
1968,247
1969,241
1972,121
1973,45
1974,420
1975,8
1977,74
1978,253
1979,115
1980,320
1981,97
1982,115
1983,118
1984,94
1985,205
1986,14
1988,235
1989,93
1990,41
1991,137
1992,39
1993,28
1994,417
1995,168
1996,374
1998,366
1999,56
2000,296
2001,19337
2002,2313
2003,29
2004,145
2006,1495
2007,31
2008,14
2009,23
2010,114
2011,115
2012,212
2013,192
2014,234
2015,69
2016,149
2017,148
2018,82
2019,36
2020,1138
2021,89
2022,25
2023,56
2024,2
2025,15591
2026,4396
2027,66
2028,4
2029,54
2030,935
2031,1004
2032,172
2033,90
2034,9914
2035,471
2036,60
2037,92
2038,42
2039,18
2040,10
2041,348
2042,172
2043,273
2044,88
2045,8
2046,7
2047,106
2048,89
2049,40
2050,82
2051,34
2052,10
2053,40
2054,16
2055,23
2056,40
2057,53
2058,19
2059,24
2060,104
2061,46
2062,43
2063,34
2064,32
2065,28
2066,12
2067,127
2068,30
2069,16
2070,29
2071,210
2072,31
2073,7
2074,11
2075,3
2076,76
2077,40
2078,45
2079,16
2080,7
2081,19
2082,17
2083,46
2084,28
2085,7
2086,7
2087,37
2088,6
2089,38
2090,49
2091,10
2092,8
2093,2
2094,22
2095,14
2096,3
2097,89
2098,174
2099,88
2100,61
2101,3
2102,68
2103,46
2104,5878
2105,246
2106,137
2107,1964
2108,398
2109,144
2110,135
2111,129
2112,1179
2113,220
2114,34
2116,1892
2117,248
2118,161
2119,136
2120,129
2121,131
2122,128
2123,735
2124,1310
2125,285
2126,254
2127,29
2128,13
2129,5273
2130,1618
2131,4362
2132,816
2133,70
2134,95
2135,432
2136,432
2137,70
2138,96
2139,35
2140,116
2141,106
2142,615
2143,246
2144,5883
2145,128
2146,50
2147,132
2148,1687
2150,452
2151,167
2152,230
2153,162
2154,1629
2155,398
2156,961
2157,119
2158,967
2159,1561
2161,465
2162,156
2163,632
2164,1791
2165,20
2166,1096
2167,21721
2168,63
2169,211
2170,357
2171,1005
2172,34
2173,2
2174,193
2175,936
2176,117
2178,564
2179,69
2180,33
2181,48
2182,233
2183,124
2185,99
2186,43
2187,36
2188,204
2189,34
2190,20
2191,86
2193,92
2194,112
2195,60
2196,60
2198,1000
2199,97
2200,36
2201,1961
2202,164
2203,67
2204,150
2205,652
2206,94
2207,77
2208,27
2209,76
2210,714
2211,112
2212,169
2213,332
2214,200
2215,144
2216,1341
2217,414
2218,274
2219,89
2220,205
2221,134
2222,149
2223,42
2224,50
2225,568
2226,13
2227,126
2228,113
2229,362
2230,71
2231,23
2232,7
2233,20
2234,33
2235,850
2236,13053
2237,774
2238,603
2239,8
2240,10
2243,23
2244,9
2245,53
2246,1889
2248,3426
2249,130
2250,48
2251,11070
2252,108
2253,165
2254,16
2255,32
2256,24
2257,19
2258,10
2259,40
2260,39
2261,69
2262,216
2263,453
2264,96
2265,396
2266,53
2267,255
2268,363
2269,303
2272,20
2273,2042
2274,836
2275,104
2276,84
2277,62
2278,47
2279,107
2280,15
2281,314
2282,5
2283,49
2284,155
2285,162
2286,275
2287,91
2288,148
2289,63
2290,218
2291,99
2292,49
2293,159
2294,336
2298,507
2299,52
2300,91
2301,50
2302,94
2303,67
2304,53
2305,57
2306,73
2307,86
2308,25
2309,95
2310,16
2311,16
2312,62
2313,291
2314,2
2315,77
2316,22
2317,115
2318,21
2319,111
2321,254
2322,70
2324,271
2325,195
2326,31
2327,85
2328,66
2329,34
2330,286
2331,94
2332,349
2333,79
2334,30
2335,287
2336,435
2337,29
2338,26
2339,14
2340,27
2341,130
2342,24
2343,83
2344,46
2345,39
2346,258
2348,45
2349,182
2350,49
2351,82
2352,201
2353,103
2354,352
2355,300
2356,346
2357,121
2359,155
2360,77
2361,170
2362,14
2363,890
2364,87
2365,29
2366,3
2367,587
2368,45
2369,1378
2370,110
2371,131
2372,363
2373,43
2374,47
2375,48
2376,37
2377,62
2378,57
2379,48
2380,40
2382,8
2383,143
2384,62
2385,1518
2386,1622
2387,72
2388,3
2389,153
2390,299
2391,190
2392,90
2393,85
2394,114
2395,48
2396,218
2397,2175
2398,1897
2399,55
2400,150
2402,155
2403,2795
2404,4346
2405,76
2407,165
2408,130
2409,338
2410,98
2411,324
2412,110
2413,290
2414,52
2415,86
2416,43
2417,561
2418,5115
2419,67
2420,56
2421,20
2422,24
2423,35
2424,1005
2427,83
2428,41
2429,61
2430,44
2431,82
2432,745
2433,189
2434,40
2435,62
2436,186
2437,88
2438,171
2439,58
2440,48
2441,168
2442,74
2443,21
2444,55
2445,184
2446,128
2447,139
2448,621
2449,837
2450,123
2451,177
2452,139
2453,37
2454,200
2455,32
2456,41
2457,47
2458,147
2459,86
2460,131
2461,76
2462,140
2463,5
2464,37
2465,11
2466,17
2467,38
2468,51
2469,56
2470,83
2471,348
2472,6860
2473,62
2474,50
2475,64
2476,12417
2479,71
2480,24
2482,30
2483,83
2484,38
2485,46
2486,86
2487,31
2488,174
2489,94
2490,1360
2491,37
2492,40
2493,38
2494,3353
2495,107
2497,112
2498,404
2499,390
2500,167
2501,22
2503,2
2505,155
2506,97
2507,115
2508,2959
2510,22
2511,31
2512,473
2513,463
2514,493
2515,428
2516,100
2517,146
2518,43
2520,872
2521,35
2522,43
2523,244
2524,149
2525,92
2526,65
2527,71
2528,34
2529,31
2530,127
2531,170
2532,88
2533,112
2534,128
2535,60
2536,65
2537,19
2538,22
2539,249
2540,78
2541,22
2542,177
2543,235
2544,70
2545,43
2546,63
2547,330
2548,143
2549,22
2550,85
2551,47
2552,11
2553,62
2554,92
2555,60
2556,96
2557,118
2558,119
2559,379
2560,172
2561,82
2562,597
2563,750
2564,568
2565,39
2566,7
2567,54
2568,7
2569,192
2570,59
2571,298
2572,83
2573,23
2574,46
2575,18
2576,23
2577,110
2578,46
2579,151
2580,550
2581,5196
2582,180
2583,79
2584,63
2585,77
2586,52
2588,58
2589,778
2590,156
2591,101
2592,161
2593,7092
2594,823
2595,1165
2596,2039
2597,404
2598,30
2599,6
2600,6
2601,14
2602,1265
2603,472
2604,654
2605,6082
2606,433
2607,68
2608,340
2609,23
2610,19
2611,213
2612,52
2613,18
2614,16
2615,553
2616,99
2617,106
2618,153
2619,116
2620,76
2621,62
2622,82
2623,153
2624,24
2625,15
2626,16
2627,9
2628,11
2629,12
2630,23
2631,14
2632,15
2633,13
2634,16
2635,8
2636,3
2637,9
2638,10
2639,3
2640,12
2641,10
2642,2
2644,9
2645,14
2646,16
2647,4
2648,45
2649,24
2650,15
2651,18
2652,18
2653,16
2654,45
2655,94
2656,45
2657,47
2658,45
2659,45
2660,36
2661,87
2662,28
2664,45
2665,42
2666,39
2667,36
2668,40
2669,32
2670,76
2671,31
2672,53
2673,55
2674,20
2675,44
2676,40
2677,62
2678,30
2679,12
2680,1105
2681,57
2682,55
2683,965
2684,267
2685,3018
2686,29
2687,3
2688,28
2689,12
2690,18
2691,2
2692,41
2693,30
2694,5
2695,198
2696,31
2697,2
2698,34
2699,35
2700,20
2701,3
2702,22
2703,85
2704,56
2705,198
2706,111
2707,8
2708,1
2709,72
2710,1
2712,2
2713,101
2714,18
2715,43
2716,34
2717,46
2718,25
2719,50
2721,34
2722,57
2723,32
2724,277
2725,329
2726,50
2727,59
2728,100
2729,139
2730,143
2731,5
2732,12
2733,58
2734,107
2735,2
2736,82
2737,9
2738,3
2739,6
2740,9
2741,6
2742,2
2743,253
2744,441
2745,43
2746,980
2747,146
2748,143
2749,13
2750,4
2751,180
2752,1167
2753,77
2754,45
2755,38
2756,433
2757,21
2758,3
2759,9099
2760,51
2761,83
2762,199
2765,27
2766,69
2767,44
2768,940
2769,7
2770,47
2771,4
2772,524
2775,322
2776,20
2777,15
2778,13
2779,70
2780,63
2781,39
2782,205
2783,26
2784,339
2785,10
2786,39
2787,8644
2788,71
2789,287
2790,38
2791,35
2792,34
2793,61
2794,22
2795,1798
2796,116
2797,85
2798,724
2799,151
2800,498
2801,47
2802,53
2803,41
2804,24
2805,23
2806,4
2808,309
2809,5
2810,109
2811,163
2813,185
2814,20
2815,43
2816,233
2817,175
2818,17
2819,48
2820,44
2821,48
2822,12
2823,59
2824,25
2825,130
2826,55
2827,149
2828,106
2829,255
2830,13
2831,13
2832,574
2833,16
2834,52
2835,18
2836,61
2837,19
2838,19
2839,19
2840,46
2841,303
2842,471
2847,2136
2848,272
2851,46
2852,254
2858,138
2859,63
2861,68
2862,109
2863,110
2864,42
2866,322
2867,290
2868,136
2869,130
2870,164
2871,264
2872,56
2873,589
2874,31
2875,119
2876,8
2881,22
2882,37
2883,129
2884,237
2885,18
2889,8590
2890,6783
2891,393
2892,30
2894,67
2895,16
2896,301
2897,81
2899,2656
2901,22
2903,82
2904,24242
2905,946
2906,11
2907,135
2910,67
2911,165
2912,52
2913,28
2915,24
2916,10
2917,82
2920,35
2921,109
2922,26
2923,4411
2924,5780
2926,5410
2927,2592
2928,730
2929,87
2930,1
2931,127
2933,18
2934,7
2935,49
2936,20
2937,572
2938,39
2941,52
2942,520
2943,101
2944,60
2945,104
2946,145
2947,93
2948,76
2950,530
2951,1642
2952,4338
2953,579
2954,247
2955,244
2956,23
2957,72
2958,142
2959,45
2960,155
2961,3868
2962,1537
2963,4272
2964,683
2965,129
2966,11910
2967,128
2969,1752
2970,1187
2971,684
2972,26
2973,96
2974,35
2977,44
2978,155
2979,52
2980,9
2981,251
2982,158
2983,105
2985,1560
2986,2536
2987,20
2988,182
2989,90
2990,24
2991,60
2993,13867
2994,3888
2997,51
2998,40
2999,39
3000,146
3001,1676
3002,3036
3003,95
3004,119
3005,150
3006,23
3007,148
3008,172
3009,182
3010,306
3011,482
3012,145
3014,563
3015,194
3016,372
3019,106
3020,6
3021,11
3022,12
3023,9
3024,40
3025,14
3026,38
3027,144
3028,23
3031,681
3032,698
3033,808
3034,86
3035,17
3036,32
3037,40
3038,30
3039,86
3040,92
3043,109
3044,217
3046,58
3048,115
3050,220
3051,73
3053,269
3054,42
3056,39
3057,624
3058,194
3059,60
3060,63
3061,31
3062,86
3063,27
3064,11
3065,9
3066,44
3067,46
3069,30
3070,38
3071,33
3072,39
3073,1
3074,33
3075,33
3076,699
3077,5
3078,39
3079,28
3080,297
3081,129
3082,30
3085,850
3086,1096
3087,2383
3088,679
3089,1552
3090,1091
3091,3413
3092,6002
3093,29
3094,21
3095,50
3098,22
3099,11
3100,19
3101,78
3102,280
3104,5
3105,99
3107,129
3108,61
3109,36
3110,47
3111,56
3112,35
3113,27
3114,5
3115,25
3116,42
3120,47
3121,1268
3125,55
3127,42
3129,15
3130,12
3131,10
3132,26
3135,40
3136,50
3137,79
3138,153
3140,71
3146,24
3147,19
3151,13
3152,5
3153,20
3154,45
3155,4
3157,122
3159,14
3160,66
3162,20
3164,2
